772200526488404,3,0.05009095,-0.044593163,-0.003970624,0.043305043,-0.06281289,0.006507043,
772200545928102,3,0.024129177,-0.056505036,0.0018325958,0.043305043,-0.06281289,0.006507043,
772200566344363,3,0.03145956,-0.041233405,0.005497787,0.043305043,-0.06281289,0.006507043,
772200587859256,3,0.050396383,-0.02443461,-0.0015271631,0.043305043,-0.06281289,0.006507043,
772200605895143,3,0.056505036,-0.038179077,-0.0027488936,0.043305043,-0.06281289,0.006507043,
772200626555543,3,0.050396383,-0.04917465,-0.0030543262,0.043305043,-0.06281289,0.006507043,
772200646544557,3,0.027183503,-0.04917465,-0.0015271631,0.043305043,-0.06281289,0.006507043,
772200668181521,3,0.03604105,-0.040011674,0.0015271631,0.043305043,-0.06281289,0.006507043,
772200686339480,3,0.043982297,-0.030543262,-6.1086525E-4,0.043305043,-0.06281289,0.006507043,
772200706694705,3,0.04795292,-0.04642576,-0.0021380284,0.043305043,-0.06281289,0.006507043,
772200726042848,3,0.03848451,-0.043982297,6.1086525E-4,0.043305043,-0.06281289,0.006507043,
772200746367555,3,0.038179077,-0.03848451,0.003970624,0.043305043,-0.06281289,0.006507043,
772200768035036,3,0.04062254,-0.036957346,-6.1086525E-4,0.043305043,-0.06281289,0.006507043,
772200786070925,3,0.03268129,-0.039095376,-6.1086525E-4,0.043305043,-0.06281289,0.006507043,
772200806517702,3,0.04520403,-0.03390302,0.0,0.043305043,-0.06281289,0.006507043,
772200826750856,3,0.045814894,-0.03940081,-0.0106901415,0.043305043,-0.06281289,0.006507043,
772200848509889,3,0.03634648,-0.05467244,6.1086525E-4,0.043305043,-0.06281289,0.006507043,
772200866881471,3,0.044593163,-0.03726278,-0.0033597588,0.043305043,-0.06281289,0.006507043,
772200886809451,3,0.046120327,-0.05009095,-0.008552114,0.043305043,-0.06281289,0.006507043,
772200906157596,3,0.056505036,-0.065973446,-0.004886922,0.043305043,-0.06281289,0.006507043,
772200926573854,3,0.041233405,-0.042760566,0.004581489,0.043305043,-0.06281289,0.006507043,
772200948180298,3,0.03359759,-0.03481932,0.003970624,0.043305043,-0.06281289,0.006507043,
772200966216188,3,0.029626964,-0.022907447,0.0021380284,0.043305043,-0.06281289,0.006507043,
772200986571413,3,0.025350908,-0.023518313,0.007941248,0.043305043,-0.06281289,0.006507043,
772201006896121,3,0.03573562,-0.021991149,0.0030543262,0.043305043,-0.06281289,0.006507043,
772201028502566,3,0.03970624,-0.03268129,-0.004581489,0.043305043,-0.06281289,0.006507043,
772201046813112,3,0.03573562,-0.0421497,-0.005192355,0.043305043,-0.06281289,0.006507043,
772201067015748,3,0.03604105,-0.043066,0.0018325958,0.043305043,-0.06281289,0.006507043,
772201086363893,3,0.027183503,-0.04428773,0.006414085,0.043305043,-0.06281289,0.006507043,
772201107054812,3,0.02565634,-0.029321533,0.0030543262,0.043305043,-0.06281289,0.006507043,
772201128417116,3,0.027794369,-0.021685716,0.002443461,0.043305043,-0.06281289,0.006507043,
772201146422486,3,0.041233405,-0.02443461,6.1086525E-4,0.043305043,-0.06281289,0.006507043,
772201167021851,3,0.044593163,-0.029932396,-0.0015271631,0.043305043,-0.06281289,0.006507043,
772201187071901,3,0.036651913,-0.04184427,0.0033597588,0.043305043,-0.06281289,0.006507043,
772201208647830,3,0.037873644,-0.036957346,0.0033597588,0.043305043,-0.06281289,0.006507043,
772201226805789,3,0.036651913,-0.03390302,-0.0015271631,0.043305043,-0.06281289,0.006507043,
772201247191530,3,0.040927973,-0.036651913,-0.0015271631,0.043305043,-0.06281289,0.006507043,
772201266509156,3,0.039095376,-0.03756821,3.0543262E-4,0.043305043,-0.06281289,0.006507043,
772201287047487,3,0.032070424,-0.034513887,0.0027488936,0.043305043,-0.06281289,0.006507043,
772201308562381,3,0.043676864,-0.0290161,0.0018325958,0.043305043,-0.06281289,0.006507043,
772201326598269,3,0.042760566,-0.035124753,0.0030543262,0.043305043,-0.06281289,0.006507043,
772201347197634,3,0.03481932,-0.04184427,-6.1086525E-4,0.043305043,-0.06281289,0.006507043,
772201367247682,3,0.036957346,-0.03604105,0.0018325958,0.043305043,-0.06281289,0.006507043,
772201392699343,3,0.04917465,-0.03268129,-0.0015271631,0.043305043,-0.06281289,0.006507043,
772201406951052,3,0.043066,-0.043676864,-0.0012217305,0.043305043,-0.06281289,0.006507043,
772201427275759,3,0.039095376,-0.03634648,0.0,0.043305043,-0.06281289,0.006507043,
772201446654421,3,0.034513887,-0.035430185,0.004581489,0.043305043,-0.06281289,0.006507043,
772201467070680,3,0.036957346,-0.03359759,-0.002443461,0.043305043,-0.06281289,0.006507043,
772201488677126,3,0.03573562,-0.04062254,-0.0015271631,0.043305043,-0.06281289,0.006507043,
772201506896120,3,0.038789943,-0.04428773,0.0015271631,0.043305043,-0.06281289,0.006507043,
772201527251345,3,0.03756821,-0.03970624,-6.1086525E-4,0.043305043,-0.06281289,0.006507043,
772201547423465,3,0.040317107,-0.03634648,0.0,0.043305043,-0.06281289,0.006507043,
772201569090944,3,0.04184427,-0.03359759,0.0027488936,0.043305043,-0.06281289,0.006507043,
772201587584595,3,0.04062254,-0.036957346,0.002443461,0.043305043,-0.06281289,0.006507043,
772201607543092,3,0.03848451,-0.03604105,0.0018325958,0.043305043,-0.06281289,0.006507043,
