772200526488404,3,296.67075,-2.691586,3.6226978,
772200545928102,3,296.8211,-2.6916685,3.64609,
772200566344363,3,296.78516,-2.7023234,3.651496,
772200587859256,3,296.84143,-2.738493,3.6364486,
772200605895143,3,297.0589,-2.770904,3.6384532,
772200626555543,3,297.21887,-2.8047085,3.6533256,
772200646544557,3,297.33875,-2.8086627,3.668597,
772200668181521,3,297.31207,-2.8243077,3.6738513,
772200686339480,3,297.38358,-2.8428319,3.6684341,
772200706694705,3,297.4913,-2.871826,3.6803706,
772200726042848,3,297.58752,-2.8854373,3.6890774,
772200746367555,3,297.6304,-2.9013774,3.6923597,
772200768035036,3,297.70013,-2.922876,3.6936593,
772200786070925,3,297.80548,-2.9292865,3.6967835,
772200806517702,3,297.82547,-2.953895,3.6935325,
772200826750856,3,298.16586,-2.978304,3.696554,
772200848509889,3,298.41046,-2.994461,3.7187366,
772200866881471,3,298.53656,-3.014003,3.7202773,
772200886809451,3,298.68927,-3.0371697,3.7363496,
772200906157596,3,298.7965,-3.0692785,3.7696304,
772200926573854,3,298.88892,-3.0864182,3.776372,
772200948180298,3,298.9731,-3.0978887,3.7761636,
772200966216188,3,299.05023,-3.0994065,3.7629805,
772200986571413,3,299.0954,-3.098562,3.7485147,
772201006896121,3,299.14008,-3.1098366,3.732442,
772201028502566,3,299.25052,-3.1292396,3.7273247,
772201046813112,3,299.35028,-3.1365037,3.7336462,
772201067015748,3,299.35544,-3.1457484,3.742223,
772201086363893,3,299.38547,-3.1459844,3.7519898,
772201107054812,3,299.36093,-3.1449146,3.743734,
772201128417116,3,299.37305,-3.146076,3.7260048,
772201146422486,3,299.4356,-3.1579032,3.713082,
772201167021851,3,299.52246,-3.179588,3.706066,
772201187071901,3,299.6293,-3.189233,3.7132235,
772201208647830,3,299.65335,-3.2028031,3.7144363,
772201226805789,3,299.71826,-3.2089841,3.7123094,
772201247191530,3,299.74927,-3.2241135,3.7135735,
772201266509156,3,299.80942,-3.2342577,3.7164025,
772201287047487,3,300.0106,-3.2392788,3.7150843,
772201308562381,3,299.8716,-3.258921,3.7069533,
772201326598269,3,299.98608,-3.2709901,3.7072458,
772201347197634,3,300.04175,-3.2792583,3.715124,
772201367247682,3,300.033,-3.2878244,3.7154796,
772201392699343,3,300.09366,-3.3240285,3.7096846,
772201406951052,3,300.2707,-3.3268151,3.7167146,
772201427275759,3,300.2605,-3.337381,3.716893,
772201446654421,3,300.4589,-3.3416083,3.7167606,
772201467070680,3,300.32312,-3.350097,3.714027,
772201488677126,3,300.36313,-3.3589637,3.7201748,
772201506896120,3,300.38635,-3.3655775,3.7293615,
772201527251345,3,300.2866,-3.3752122,3.7338283,
772201547423465,3,300.23724,-3.386582,3.7346268,
772201569090944,3,300.23013,-3.402581,3.73172,
772201587584595,3,300.2735,-3.4110012,3.7333708,
772201607543092,3,300.27686,-3.4190853,3.733941,
772201626891237,3,300.29828,-3.4244764,3.7278059,
772201647246463,3,300.33005,-3.4281204,3.7336998,
772201668883425,3,300.20813,-3.4389944,3.7337024,
772201686919313,3,300.164,-3.4312704,3.7335181,
772201707244020,3,300.08575,-3.444454,3.7177851,
772201727599245,3,300.1413,-3.4514487,3.7184951,
772201749297245,3,299.96365,-3.4603229,3.7306015,
772201767455202,3,299.82404,-3.467635,3.7295086,
772201787718873,3,299.7616,-3.4740415,3.734338,
772201807036500,3,299.6974,-3.48149,3.7357388,
772201827818971,3,299.66815,-3.4812891,3.7351568,
772201849089725,3,299.63287,-3.4826229,3.7325716,
772201867064578,3,299.6283,-3.4855127,3.7313256,
772201887419802,3,299.62753,-3.4909654,3.7301192,
772201907775025,3,299.64264,-3.502886,3.7335453,
772201929411990,3,299.57507,-3.5071623,3.7415679,
772201947508913,3,299.48785,-3.5124223,3.7422564,
772201967864139,3,299.45444,-3.522786,3.74601,
772201987181765,3,299.45187,-3.524785,3.7535741,
772202007720094,3,299.41254,-3.5269988,3.7588367,
772202029234987,3,299.38556,-3.5361505,3.7601092,
772202047301393,3,299.41843,-3.542554,3.7644844,
772202067961795,3,299.41345,-3.555652,3.7740867,
772202087950808,3,299.44357,-3.5588162,3.783215,
772202110594850,3,299.43365,-3.5748143,3.793096,
772202127684693,3,299.47467,-3.578842,3.798904,
772202148039919,3,299.471,-3.585125,3.810378,
772202167418581,3,299.4711,-3.5915458,3.8185773,
772202187773807,3,299.47186,-3.6013112,3.823551,
772202209441286,3,299.49976,-3.6042674,3.8267596,
772202227721314,3,299.66046,-3.6109662,3.8318305,
772202247893434,3,299.52444,-3.6189475,3.8363192,
772202268035036,3,299.54752,-3.626465,3.8359087,
772202289763554,3,299.57858,-3.6239097,3.8410454,
772202308196170,3,299.55914,-3.623636,3.8427212,
772202328154664,3,299.55322,-3.631843,3.8458905,
772202347502809,3,299.5765,-3.6353216,3.8546488,
772202367919069,3,299.5687,-3.6461706,3.8632348,
772202389525516,3,299.5912,-3.6608589,3.8649795,
772202407530886,3,299.65076,-3.6660852,3.8703418,
772202427916627,3,299.65805,-3.6643486,3.869589,
772202448241334,3,299.65454,-3.6774402,3.8647273,
772202469908816,3,299.86484,-3.6821725,3.8710012,
772202488158328,3,299.8301,-3.6811855,3.870413,
772202508330447,3,299.89523,-3.6804516,3.8770258,
772202527709108,3,299.92633,-3.6875913,3.8746605,
772202548461061,3,299.99374,-3.6911204,3.8766096,
772202569731814,3,300.03247,-3.6956544,3.881131,
772202587767702,3,300.06326,-3.694693,3.8817787,
772202608122928,3,300.06903,-3.6994073,3.8833766,
772202628447634,3,300.0857,-3.6974876,3.8941612,
772202651091676,3,300.06067,-3.694542,3.8912518,
772202668181520,3,300.05902,-3.6955435,3.8819132,
772202688536746,3,300.09512,-3.6995802,3.8826652,
772202707884890,3,300.10373,-3.6983576,3.8853455,
772202728423220,3,300.10162,-3.6991465,3.890237,
772202749938111,3,300.0825,-3.7025046,3.893744,
772202767912965,3,300.0959,-3.698058,3.8965461,
772202788695437,3,300.06287,-3.695811,3.8964343,
772202808592899,3,300.06046,-3.6944382,3.896155,
772202831328494,3,300.04593,-3.7099915,3.8985853,
772202848418337,3,300.11176,-3.7086213,3.9036376,
772202868712527,3,300.09995,-3.7094293,3.9096541,
772202888091189,3,300.08466,-3.7119281,3.918273,
772202908354861,3,300.07068,-3.7114468,3.9294608,
772202930052858,3,300.03677,-3.7137742,3.9339867,
772202948058229,3,300.0415,-3.7093406,3.9350343,
772202968535526,3,300.0214,-3.7095647,3.9329438,
772202988738162,3,300.0295,-3.7076495,3.9300056,
772203011443239,3,300.02377,-3.706052,3.9365523,
772203028838259,3,300.10718,-3.7005198,3.9411783,
772203048857791,3,299.96057,-3.7036757,3.939111,
772203068205936,3,299.9817,-3.70664,3.9460275,
772203088622194,3,299.9759,-3.699788,3.9484015,
772203110228640,3,299.9508,-3.6912763,3.9483323,
772203128325565,3,299.90347,-3.685904,3.9499438,
772203148619754,3,299.8901,-3.681483,3.9477623,
772203168913942,3,299.87405,-3.678771,3.9461436,
772203191619021,3,299.85785,-3.6806848,3.9441354,
772203208800418,3,299.8765,-3.6774528,3.9404979,
772203229003055,3,299.86966,-3.680328,3.9422913,
772203248381716,3,299.87805,-3.6785765,3.9462721,
772203269133670,3,299.86182,-3.6777444,3.944678,
772203290434940,3,299.87488,-3.676612,3.9452515,
772203308440311,3,299.86063,-3.6730018,3.9513583,
772203328765016,3,299.8291,-3.6853738,3.962897,
772203349120242,3,299.8537,-3.6787238,3.9668865,
772203371764285,3,299.80948,-3.6804893,3.966917,
772203388854129,3,299.81677,-3.670413,3.9690998,
772203409819704,3,299.77518,-3.6646461,3.96839,
772203428526980,3,299.75262,-3.6632464,3.9719343,
772203449095829,3,299.736,-3.66257,3.9831421,
772203470580203,3,299.70224,-3.6597712,3.9885023,
772203488585573,3,299.68582,-3.6498666,3.9971633,
772203509276492,3,299.61346,-3.6429553,4.0106187,
772203529265506,3,299.5554,-3.6398685,4.0112696,
772203551940066,3,299.5367,-3.6473002,4.0157013,
772203568968874,3,299.55615,-3.640943,4.0149865,
772203589354617,3,299.5263,-3.6389294,4.005888,
772203608702762,3,299.54495,-3.6429596,4.009109,
772203629149539,3,299.54932,-3.6470368,4.013128,
772203650755983,3,299.5558,-3.6505368,4.007808,
772203668761355,3,299.5852,-3.637171,4.017289,
772203693389041,3,299.51657,-3.641176,4.007882,
772203708739383,3,299.54816,-3.6317372,4.0137887,
772203731413942,3,299.48645,-3.6310499,4.024847,
772203750792605,3,299.4731,-3.6273,4.0245023,
772203768859012,3,299.4515,-3.6253088,4.02191,
772203788207156,3,299.45923,-3.6235344,4.031594,
772203810515505,3,299.4208,-3.6257346,4.049789,
772203828887088,3,299.37888,-3.6173878,4.0579324,
772203848235232,3,299.3245,-3.6155188,4.064999,
772203870513065,3,299.30423,-3.611533,4.068436,
772203888915163,3,299.27914,-3.615194,4.0764346,
772203911589724,3,299.272,-3.6034431,4.090277,
772203930754764,3,299.18866,-3.604203,4.0893717,
772203949004276,3,299.20163,-3.5992348,4.0981965,
772203968535524,3,299.1529,-3.5926561,4.1104326,
772203991149050,3,299.09485,-3.59527,4.121702,
772204009062870,3,299.0834,-3.5918393,4.133466,
772204032988650,3,299.0378,-3.5911014,4.145442,
772204050688845,3,299.0104,-3.5848565,4.1491666,
772204069090945,3,298.96704,-3.588121,4.153891,
772204091796024,3,298.971,-3.581726,4.158522,
772204110777957,3,298.9349,-3.5784087,4.154171,
772204129210573,3,298.9423,-3.5991726,4.1637483,
772204148528201,3,298.9964,-3.5867598,4.2550178,
772204171019657,3,298.7276,-3.5840514,4.2957945,
772204189238651,3,298.61713,-3.5788918,4.316195,
772204208586794,3,298.54434,-3.574885,4.326877,
772204231230837,3,298.4981,-3.5719607,4.3384514,
772204249266727,3,298.46143,-3.5704567,4.3376803,
772204271910770,3,298.45682,-3.571211,4.3469815,
772204290953737,3,298.43585,-3.5649247,4.353709,
772204309355838,3,298.3899,-3.5547254,4.356322,
772204328703983,3,298.34293,-3.5448313,4.365074,
772204351012332,3,298.27905,-3.5402968,4.3599534,
772204369414431,3,298.27216,-3.531595,4.355348,
772204388762576,3,298.25113,-3.5263932,4.3528275,
772204411192996,3,298.23584,-3.5149956,4.355828,
772204429442508,3,297.9857,-3.5106604,4.355475,
772204452117067,3,297.82635,-3.5141923,4.339415,
772204471495730,3,297.90805,-3.5169544,4.345603,
772204489531620,3,297.71292,-3.5083933,4.3519783,
772204508879764,3,297.61264,-3.4951253,4.354857,
772204531249147,3,297.51953,-3.4700372,4.3555393,
772204549590213,3,297.38336,-3.4566107,4.3638654,
772204568938358,3,297.2882,-3.448659,4.369033,
772204591216190,3,297.24203,-3.4388683,4.3829203,
772204609618288,3,297.16174,-3.4176893,4.39575,
772204632262332,3,297.0405,-3.3975031,4.4110274,
772204651732547,3,296.9136,-3.3732162,4.4285393,
772204669707401,3,296.76132,-3.345865,4.4471974,
772204689055544,3,296.5964,-3.3429127,4.4615755,
772204711760623,3,296.55032,-3.348349,4.4646463,
772204729735477,3,296.57764,-3.348627,4.4719477,
772204749114139,3,296.55225,-3.3468685,4.4797297,
772204771391970,3,296.508,-3.3447568,4.495635,
772204789794070,3,296.48663,-3.3600693,4.5052814,
772204812438114,3,296.544,-3.390592,4.5229793,
772204831450565,3,296.62646,-3.3938675,4.555332,
772204849883181,3,296.57706,-3.3996606,4.5726957,
772204869200808,3,296.6896,-3.4107254,4.587139,
772204891692264,3,296.5626,-3.3909266,4.57509,
772204909941776,3,296.50558,-3.3863347,4.5571904,
772204929289919,3,296.53647,-3.3761275,4.5485106,
772204951933962,3,296.51096,-3.3759356,4.533348,
772204969969852,3,296.52396,-3.3696759,4.5325756,
772204992644412,3,296.50452,-3.3534772,4.5359178,
772205011626345,3,296.4359,-3.3492658,4.5277004,
772205030058963,3,296.43436,-3.3440723,4.520588,
772205049407108,3,296.42462,-3.3329508,4.512024,
772205071745975,3,296.38,-3.3246782,4.504953,
772205090087038,3,296.37488,-3.3165684,4.497458,
772205109435183,3,296.35297,-3.3127375,4.4994435,
772205131865604,3,296.3483,-3.312597,4.4950466,
772205150572879,3,296.3506,-3.3071282,4.4994946,
