772200526488404,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200545928102,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200566344363,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200587859256,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200605895143,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200626555543,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200646544557,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200668181521,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200686339480,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200706694705,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200726042848,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200746367555,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200768035036,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200786070925,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200806517702,3,-87.375,151.638,109.405,-100.355,146.885,238.563,
772200826750856,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772200848509889,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772200866881471,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772200886809451,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772200906157596,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772200926573854,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772200948180298,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772200966216188,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772200986571413,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201006896121,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201028502566,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201046813112,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201067015748,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201086363893,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201107054812,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201128417116,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201146422486,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201167021851,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201187071901,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201208647830,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201226805789,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201247191530,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201266509156,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201287047487,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201308562381,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201326598269,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201347197634,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201367247682,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201392699343,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201406951052,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201427275759,3,-87.375,151.973,109.405,-100.355,146.885,238.563,
772201446654421,3,-87.375,151.973,109.735,-100.355,146.885,238.563,
772201467070680,3,-87.375,151.973,109.735,-100.355,146.885,238.563,
772201488677126,3,-87.375,151.973,109.735,-100.355,146.885,238.563,
772201506896120,3,-87.375,151.973,109.735,-100.355,146.885,238.563,
772201527251345,3,-87.071,151.973,109.735,-100.355,146.885,238.563,
772201547423465,3,-87.071,151.973,109.735,-100.355,146.885,238.563,
772201569090944,3,-87.071,151.973,109.735,-100.355,146.885,238.563,
772201587584595,3,-87.071,151.973,109.735,-100.355,146.885,238.563,
